NAME	TITLE	SCORE	
NMNAT1P1		0.0	
AC104002.3		0.0	
AC090985.1		0.0	
AC108451.1		0.0	
AC018946.1		0.0	
AC023906.2		0.0	
AC012378.1		0.0	
MED28P6		0.0	
AC090971.1		0.0	
AC122108.1		0.0	
AC020891.1		0.0	
AC020658.2		0.0	
AC022523.1		0.0	
AC012568.1		0.0	
AC016044.1		0.0	
AC023968.1		0.0	
AC004943.1		0.0	
AC103739.1		0.0	
AC105133.1		0.0	
AC012414.2		0.0	
AC023905.1		0.0	
AC027088.2		0.0	
AC009654.1		0.0	
AC087699.1		0.0	
HNRNPA1P62		0.0	
AC026826.2		0.0	
AC090888.1		0.0	
ANKRD34C-AS1		0.0	
AC066612.1		0.0	
AC020892.1		0.0	
AC040918.1		0.0	
TTTY25P		0.0	
AC026583.1		0.0	
AC073941.1		0.0	
LINC01895		0.0	
AC013553.1		0.0	
NPM1P42		0.0	
AC027088.3		0.0	
AC022523.2		0.0	
AC073176.1		0.0	
AC044860.2		0.0	
AC027176.1		0.0	
AC087286.1		0.0	
AC127522.1		0.0	
AC018563.1		0.0	
LINGO1-AS2		0.0	
SPATA8-AS1		0.0	
AC109462.1		0.0	
LINC02349		0.0	
AP001007.3		0.0	
LIPC-AS1		0.0	
AC005096.1		0.0	
AC020892.2		0.0	
TUBBP8		0.0	
AC084759.1		0.0	
AC048382.3		0.0	
AC090888.2		0.0	
AC021818.1		0.0	
AC087477.3		0.0	
AC087632.1		0.0	
AC022523.3		0.0	
OR11K1P		0.0	
AC116158.1		0.0	
AC023906.3		0.0	
AC009432.1		0.0	
LINC00596		0.0	
HNRNPMP1		0.0	
AC105129.2		0.0	
AC067805.1		0.0	
AC015914.1		0.0	
AC091117.1		0.0	
AC022710.1		0.0	
AL590133.2		0.0	
AC012409.1		0.0	
AC009558.1		0.0	
LINC00927		0.0	
AC019254.2		0.0	
AC087286.2		0.0	
AC013356.4		0.0	
AC103740.1		0.0	
AC087286.3		0.0	
AC087473.1		0.0	
AC090695.1		0.0	
AC012414.3		0.0	
GH1		0.0	
AC025918.2		0.0	
AC087516.1		0.0	
AC020704.1		0.0	
AC021739.2		0.0	
BMF-AS1		0.0	
AC242376.1		0.0	
AC021739.3		0.0	
AC091117.2		0.0	
AC046168.2		0.0	
AL022318.2		0.0	
DPPA5P2		0.0	
HMGB3P26		0.0	
AC023908.1		0.0	
AC068875.1		0.0	
OR4N3P		0.0	
NPM1P43		0.0	
AC105339.3		0.0	
AC012414.4		0.0	
NIFKP8		0.0	
AC087286.4		0.0	
WBP1LP5		0.0	
AC100839.1		0.0	
ANP32BP3		0.0	
AC020661.2		0.0	
SNRPCP18		0.0	
AC079203.2		0.0	
LINC01169		0.0	
AC018904.2		0.0	
AC012404.1		0.0	
RORA-AS2		0.0	
AC023355.1		0.0	
AC021818.2		0.0	
AC090519.2		0.0	
AC048383.1		0.0	
AC103968.1		0.0	
AL132801.1		0.0	
AC073941.2		0.0	
LINC02169		0.0	
GCSHP2		0.0	
LINC00052		0.0	
AC068397.1		0.0	
AC104574.1		0.0	
AC009269.2		0.0	
AC040958.1		0.0	
AC087477.4		0.0	
UBE2Q2P11		0.0	
AC048382.4		0.0	
AC084882.1		0.0	
AC090971.3		0.0	
MESTP2		0.0	
AC079075.1		0.0	
AC009554.1		0.0	
AC013489.2		0.0	
BLID		0.0	
LINC01491		0.0	
NMNAT1P5		0.0	
AC012404.2		0.0	
AC087762.1		0.0	
AC023908.2		0.0	
TYRO3P		0.0	
AC021755.2		0.0	
AC015712.3		0.0	
AC012050.1		0.0	
AC022898.1		0.0	
MTND5P40		0.0	
AC023034.1		0.0	
AC116158.2		0.0	
AC066616.2		0.0	
AC092079.1		0.0	
AC091073.1		0.0	
AC016595.1		0.0	
AC108449.3		0.0	
AC104229.1		0.0	
AC027807.1		0.0	
AC023034.2		0.0	
LINC01582		0.0	
AC010867.1		0.0	
AC016987.1		0.0	
AC069029.1		0.0	
AC009269.3		0.0	
MTND3P12		0.0	
AC079328.2		0.0	
AC090971.4		0.0	
UBE2Q2P8		0.0	
AC100830.1		0.0	
AC016987.2		0.0	
AC021351.1		0.0	
AC022613.3		0.0	
AC140725.2		0.0	
AC027808.2		0.0	
MTCO3P23		0.0	
AC090181.1		0.0	
AC090825.2		0.0	
AC009996.1		0.0	
AC068831.4		0.0	
LINGO1-AS1		0.0	
AC084759.2		0.0	
AC012379.1		0.0	
MTCYBP23		0.0	
AC027176.2		0.0	
AC091231.1		0.0	
AC084756.1		0.0	
AC019288.1		0.0	
FKBP1AP2		0.0	
AC136698.1		0.0	
AC126323.2		0.0	
AC012379.2		0.0	
AC024337.1		0.0	
AC090607.3		0.0	
AC023906.4		0.0	
AC013391.2		0.0	
AC022087.1		0.0	
AC009562.1		0.0	
AC106738.2		0.0	
AC092078.1		0.0	
AC012229.1		0.0	
AC092868.2		0.0	
AC009558.2		0.0	
AC090888.3		0.0	
AC068714.1		0.0	
AC092078.2		0.0	
AC100839.2		0.0	
AC091891.1		0.0	
AC007907.1		0.0	
LINC02157		0.0	
AC127381.1		0.0	
LINC01922		0.0	
HMGB1P6		0.0	
AL596325.1		0.0	
AL096869.3		0.0	
AC092325.1		0.0	
AC138625.1		0.0	
AC145350.1		0.0	
AC022558.2		0.0	
AC102941.1		0.0	
AC099793.1		0.0	
AC087565.1		0.0	
AC018767.1		0.0	
AC018845.1		0.0	
AC140878.1		0.0	
AC026461.1		0.0	
AL355596.1		0.0	
CYP4A26P		0.0	
AC138625.2		0.0	
AGGF1P6		0.0	
LINC01904		0.0	
LINC01566		0.0	
HERC2P10		0.0	
AC097374.1		0.0	
VENTXP1		0.0	
AP005233.1		0.0	
AC007749.1		0.0	
AC010266.1		0.0	
AC018846.1		0.0	
AC007599.1		0.0	
AC024651.2		0.0	
AC034105.2		0.0	
AC126323.3		0.0	
EHD4-AS1		0.0	
AC093802.2		0.0	
DNM1P50		0.0	
AC027139.1		0.0	
FRG2JP		0.0	
AC120045.1		0.0	
AC004817.2		0.0	
AC100827.1		0.0	
AC023813.1		0.0	
AC009063.1		0.0	
AC023825.1		0.0	
AC011939.1		0.0	
AC011840.2		0.0	
AC142086.2		0.0	
AC022167.1		0.0	
CDRT7		0.0	
AC027682.2		0.0	
LINC02124		0.0	
AC124068.1		0.0	
AC034105.3		0.0	
AC008741.1		0.0	
AL354712.1		0.0	
AC007342.2		0.0	
AC007012.1		0.0	
THSD4-AS1		0.0	
AC137800.1		0.0	
AC093283.1		0.0	
MRPS21P8		0.0	
VN1R68P		0.0	
AF096876.1		0.0	
AC018845.2		0.0	
AC103876.1		0.0	
DUX4L46		0.0	
AC135782.2		0.0	
AC025287.1		0.0	
AC106729.1		0.0	
RARRES2P8		0.0	
AL133279.3		0.0	
AC009054.1		0.0	
AC018767.2		0.0	
AC092138.1		0.0	
LINC02130		0.0	
AC007494.1		0.0	
LINC01992		0.0	
LINC02189		0.0	
AC007608.2		0.0	
AC023813.2		0.0	
LCMT1-AS2		0.0	
AC013355.1		0.0	
AC007495.2		0.0	
AC025810.1		0.0	
AC018767.3		0.0	
AC009088.1		0.0	
GOLGA2P11		0.0	
AC092332.1		0.0	
AC112176.1		0.0	
MTND4LP25		0.0	
AC009101.1		0.0	
AC008938.1		0.0	
AC023824.1		0.0	
PCMTD1P2		0.0	
AC092435.3		0.0	
DNM1P33		0.0	
LINC01070		0.0	
AC012435.1		0.0	
AC068338.1		0.0	
AC005606.1		0.0	
AC026464.2		0.0	
AC135628.1		0.0	
AC012184.1		0.0	
AC093249.1		0.0	
AC068987.2		0.0	
AGBL1-AS1		0.0	
CA5AP1		0.0	
C1QL1P1		0.0	
AC068135.2		0.0	
AC023825.2		0.0	
MTND5P34		0.0	
AC113208.1		0.0	
RARRES2P10		0.0	
AC137761.1		0.0	
AC134312.2		0.0	
AC105036.2		0.0	
LINC01413		0.0	
AC108097.1		0.0	
AC023827.1		0.0	
LINC02240		0.0	
AC007496.1		0.0	
AC009102.1		0.0	
AC141273.1		0.0	
AL157831.2		0.0	
DUX4L47		0.0	
AC034105.4		0.0	
CCDC187		0.0	
AC099511.1		0.0	
UBL5P4		0.0	
PPIAP51		0.0	
FRRS1L		0.0	
PWRN4		0.0	
AC020636.2		0.0	
AC092130.1		0.0	
AC091489.1		0.0	
AC000032.1		0.0	
AP000997.2		0.0	
AC093524.1		0.0	
AC007346.1		0.0	
AC139887.3		0.0	
LINC2194		0.0	
AC013565.2		0.0	
AC137932.1		0.0	
EIF4EBP2P2		0.0	
TBC1D3G		0.0	
FRG2GP		0.0	
AC106820.4		0.0	
NTRK3-AS1		0.0	
PABPC1P13		0.0	
AC136428.2		0.0	
AC027277.2		0.0	
AC138907.1		0.0	
AC140658.1		0.0	
AL008727.1		0.0	
COX6CP1		0.0	
AC098657.2		0.0	
ACTR3BP3		0.0	
AC010546.1		0.0	
AC133555.4		0.0	
LINC01570		0.0	
LINC02176		0.0	
C2orf69P2		0.0	
LINC01043		0.0	
AC133485.1		0.0	
AC009052.1		0.0	
AP007216.1		0.0	
AC087190.1		0.0	
AC215217.1		0.0	
AC026464.3		0.0	
AC126323.4		0.0	
AC109597.1		0.0	
AL356961.1		0.0	
AC009108.2		0.0	
AC022336.2		0.0	
AC026462.2		0.0	
AC092119.1		0.0	
AC100756.1		0.0	
AC133485.2		0.0	
AC009852.1		0.0	
AC138869.1		0.0	
AC092127.1		0.0	
AC138869.2		0.0	
Z97205.2		0.0	
AGGF1P9		0.0	
LINC01917		0.0	
LMF1-AS1		0.0	
AC138749.2		0.0	
AC011904.1		0.0	
LINC02134		0.0	
GEMIN8P2		0.0	
AL355607.2		0.0	
NBAT1		0.0	
AC027458.1		0.0	
AC018557.1		0.0	
C15orf59-AS1		0.0	
AC074050.1		0.0	
LINC01584		0.0	
AC007333.1		0.0	
AC009145.1		0.0	
C2orf69P4		0.0	
AC008870.1		0.0	
CISTR		0.0	
AC141846.1		0.0	
AC010551.1		0.0	
AC096644.4		0.0	
AC009145.2		0.0	
AC009086.1		0.0	
AC034229.2		0.0	
AC133548.1		0.0	
AC010547.3		0.0	
AC106785.1		0.0	
CYP3A52P		0.0	
AC140658.2		0.0	
AC100827.3		0.0	
AL035071.2		0.0	
AC012184.2		0.0	
ABHD17AP8		0.0	
AL035425.2		0.0	
AC136618.1		0.0	
AC092681.2		0.0	
AL161912.2		0.0	
AC127459.1		0.0	
AC090398.1		0.0	
AC133550.1		0.0	
AC007493.1		0.0	
AL360157.1		0.0	
AC133485.3		0.0	
EIF5A2P1		0.0	
AC024270.3		0.0	
TPST2P1		0.0	
AC142381.2		0.0	
AC023824.2		0.0	
AC099313.1		0.0	
OR4C49P		0.0	
DUX4		0.0	
FRG2IP		0.0	
AC092125.1		0.0	
AC131391.1		0.0	
AC133539.1		0.0	
AC027688.1		0.0	
AC024270.4		0.0	
AC142086.3		0.0	
AC106785.2		0.0	
AC027688.2		0.0	
AC073476.2		0.0	
AC018943.1		0.0	
AC136944.1		0.0	
BGLT3		0.0	
RBM22P12		0.0	
AC025678.1		0.0	
AP003115.1		0.0	
AC139426.2		0.0	
AC133485.4		0.0	
AC010542.1		0.0	
AC237221.1		0.0	
AC009113.2		0.0	
AC116903.2		0.0	
AC138915.1		0.0	
AC010536.2		0.0	
AL034376.2		0.0	
AC026826.3		0.0	
AC109446.2		0.0	
LINC01541		0.0	
AC093249.3		0.0	
AGGF1P5		0.0	
RN7SKP176		0.0	
AL591643.1		0.0	
AC026470.1		0.0	
HNRNPA3P11		0.0	
AC009145.3		0.0	
AC025284.1		0.0	
AL031713.1		0.0	
AC093536.2		0.0	
LINC01243		0.0	
AF067845.1		0.0	
VN1R67P		0.0	
VN1R69P		0.0	
KLF8P1		0.0	
AC046158.1		0.0	
TLE7		0.0	
LINC00554		0.0	
AC010760.1		0.0	
AC099482.1		0.0	
AC007494.2		0.0	
KIF18BP1		0.0	
AC010542.2		0.0	
AP001120.1		0.0	
ACSM5P1		0.0	
AC007224.1		0.0	
AC012321.1		0.0	
AP001180.1		0.0	
AC026150.2		0.0	
AC108099.1		0.0	
AC093519.1		0.0	
AC106734.1		0.0	
KRT8P50		0.0	
SERTM2		0.0	
OR4C45		0.0	
RARRES2P7		0.0	
AC073657.1		0.0	
AC074051.3		0.0	
UNGP1		0.0	
AC026461.3		0.0	
AC138869.3		0.0	
AC007223.1		0.0	
AC245033.1		0.0	
LINC01964		0.0	
AC138907.2		0.0	
FRG2HP		0.0	
AC133485.5		0.0	
AC092114.1		0.0	
AC007344.1		0.0	
LINC02184		0.0	
AC018558.1		0.0	
AC010551.3		0.0	
AC126773.3		0.0	
CYP2C60P		0.0	
ABHD17AP7		0.0	
AC138915.2		0.0	
AC002310.4		0.0	
AL359258.2		0.0	
HCCAT5		0.0	
VN1R65P		0.0	
CASC22		0.0	
AC105020.4		0.0	
AC027682.3		0.0	
DNM1P30		0.0	
ADPGK-AS1		0.0	
AC145350.3		0.0	
AC012186.1		0.0	
AC142086.4		0.0	
AC016134.1		0.0	
AC091489.2		0.0	
AC130456.5		0.0	
AC025272.1		0.0	
LINC00622		0.0	
AC109495.1		0.0	
AL356489.2		0.0	
AC126323.5		0.0	
AC023824.3		0.0	
AC087463.2		0.0	
LINC00557		0.0	
RARRES2P5		0.0	
WWOX-AS1		0.0	
AC006288.1		0.0	
Z98259.1		0.0	
AC138907.3		0.0	
AC007333.2		0.0	
AC010528.1		0.0	
FGFR3P5		0.0	
AC126335.1		0.0	
Z94057.1		0.0	
AC120498.5		0.0	
AGGF1P7		0.0	
AL512634.1		0.0	
AC009137.1		0.0	
AC141257.1		0.0	
AL136982.4		0.0	
AC115619.1		0.0	
AC079411.1		0.0	
LINC02165		0.0	
AC096996.1		0.0	
AC132825.3		0.0	
AL078644.1		0.0	
AC012322.1		0.0	
AC138304.1		0.0	
AL139348.1		0.0	
AC113418.1		0.0	
AL133457.1		0.0	
AC138749.3		0.0	
AC019294.3		0.0	
LINC02129		0.0	
C2orf69P1		0.0	
AC137527.1		0.0	
AC012414.6		0.0	
AC079416.1		0.0	
LINC00555		0.0	
AL592146.1		0.0	
AC074052.2		0.0	
AL441883.1		0.0	
AC084783.1		0.0	
LINC01195		0.0	
RUNX2-AS1		0.0	
AC025678.2		0.0	
LINC01228		0.0	
PPP1R1AP2		0.0	
AC127459.2		0.0	
AC141586.3		0.0	
AC073476.3		0.0	
ATP5MFP6		0.0	
AC138907.4		0.0	
AC133569.1		0.0	
AC133548.2		0.0	
AC106871.1		0.0	
AC140504.1		0.0	
AC092121.1		0.0	
AC012182.1		0.0	
AC136428.3		0.0	
LINC02131		0.0	
AC109597.2		0.0	
AC073429.2		0.0	
AC009053.3		0.0	
HMGB1P33		0.0	
AC009117.2		0.0	
AC009169.1		0.0	
AC136619.1		0.0	
AL596211.1		0.0	
AC083864.3		0.0	
C16orf97		0.0	
AC013640.1		0.0	
LINC01898		0.0	
CYP4A43P		0.0	
AC133561.4		0.0	
AC005774.1		0.0	
AC136944.2		0.0	
Z83847.1		0.0	
AC106782.3		0.0	
LINC00561		0.0	
AL031717.1		0.0	
CLEC19A		0.0	
AC234778.2		0.0	
AC099786.3		0.0	
AC092384.3		0.0	
LINC02133		0.0	
ABCD1P3		0.0	
AC025281.1		0.0	
AC104758.4		0.0	
AC093520.2		0.0	
LINC01751		0.0	
AC137932.2		0.0	
AP000821.1		0.0	
AC106736.1		0.0	
AC026462.4		0.0	
AC138907.5		0.0	
AC025271.2		0.0	
TP53TG3GP		0.0	
AC092447.8		0.0	
ULK4P1		0.0	
AC009712.1		0.0	
RBM22P13		0.0	
AC009117.3		0.0	
AC093525.5		0.0	
CYP4A44P		0.0	
AC110491.1		0.0	
AC007601.2		0.0	
C2orf69P3		0.0	
LINC02252		0.0	
AC102797.1		0.0	
AC009081.1		0.0	
AC105430.1		0.0	
LINC01834		0.0	
LINC02152		0.0	
CD24P2		0.0	
AL353803.4		0.0	
EIF4BP5		0.0	
AP000439.4		0.0	
LINC02136		0.0	
AC018558.2		0.0	
AC092368.2		0.0	
AC136619.2		0.0	
AC106745.1		0.0	
AC063923.2		0.0	
AC138749.4		0.0	
AC007533.1		0.0	
AC091962.1		0.0	
AC023300.1		0.0	
AC009088.3		0.0	
AC138907.6		0.0	
AC007493.2		0.0	
AC007598.2		0.0	
LINC01177		0.0	
AC023824.4		0.0	
AL031710.1		0.0	
AC011525.1		0.0	
AC091304.3		0.0	
AC104758.5		0.0	
AL035425.3		0.0	
AC009142.1		0.0	
AC044798.1		0.0	
AC097461.1		0.0	
DPPA2P4		0.0	
LINC01613		0.0	
AC018554.1		0.0	
AC079411.2		0.0	
DUX4L45		0.0	
AC023830.1		0.0	
AC106782.4		0.0	
AC018558.3		0.0	
LINC00559		0.0	
AC103724.3		0.0	
AC104964.3		0.0	
LINC01735		0.0	
AC009132.1		0.0	
AC136944.4		0.0	
AC009039.1		0.0	
AC092145.1		0.0	
AC084064.1		0.0	
LINC02190		0.0	
AC009163.3		0.0	
AC092725.1		0.0	
RARRES2P9		0.0	
DNM1P31		0.0	
AC091304.4		0.0	
AC079341.2		0.0	
AC141257.2		0.0	
TP53TG3B		0.0	
CYP3A137P		0.0	
VN1R70P		0.0	
DLGAP1-AS5		0.0	
AC009167.1		0.0	
ABCB10P3		0.0	
AC002400.1		0.0	
AC009065.7		0.0	
ABHD17AP9		0.0	
AC079414.1		0.0	
AC138915.3		0.0	
AC011939.2		0.0	
AC135782.3		0.0	
AC109460.4		0.0	
AL137782.1		0.0	
AC037471.2		0.0	
LINC01859		0.0	
AC007216.3		0.0	
AC091304.5		0.0	
AC120498.7		0.0	
AC135776.2		0.0	
AC138907.7		0.0	
AL157402.2		0.0	
ENPP7P13		0.0	
HERC2P11		0.0	
AC012317.1		0.0	
AL513548.1		0.0	
TMEM249		0.0	
AC018554.2		0.0	
CYP4A27P		0.0	
TPBGL		0.0	
AC087463.3		0.0	
AC092115.2		0.0	
PRSS46P		0.0	
AC140658.3		0.0	
SLC25A1P4		0.0	
LINC01858		0.0	
AC036108.3		0.0	
AC087463.4		0.0	
AP005205.1		0.0	
AC005692.2		0.0	
AC018552.3		0.0	
LINC02191		0.0	
LINC02127		0.0	
AL031600.3		0.0	
AL713866.1		0.0	
AC106730.1		0.0	
AC092337.1		0.0	
TUBAP4		0.0	
AC009075.1		0.0	
AC093249.5		0.0	
AC145350.4		0.0	
AC018362.1		0.0	
AGGF1P4		0.0	
Z97986.1		0.0	
AC092120.1		0.0	
AC136443.4		0.0	
AL353732.1		0.0	
AC010531.4		0.0	
AC022254.1		0.0	
DNM1P32		0.0	
AC104417.2		0.0	
FRG2DP		0.0	
AC105137.1		0.0	
AC137761.2		0.0	
AC009041.3		0.0	
AC092376.1		0.0	
AC142381.4		0.0	
AL138690.1		0.0	
AC074050.3		0.0	
MIR3976HG		0.0	
FRG2KP		0.0	
AL512347.1		0.0	
AC120045.2		0.0	
AC098965.1		0.0	
LINC02180		0.0	
AGGF1P8		0.0	
AC099518.5		0.0	
AC110716.2		0.0	
DNAAF4-CCPG1		0.0	
AC009075.2		0.0	
AC006362.1		0.0	
AC113208.3		0.0	
LINC02582		0.0	
LINC01654		0.0	
AC116553.1		0.0	
AC023830.2		0.0	
AC005606.2		0.0	
AL929554.1		0.0	
AC073878.2		0.0	
AC023824.5		0.0	
AC026470.3		0.0	
LINC02140		0.0	
LINC02141		0.0	
CYP3A54P		0.0	
AC133565.1		0.0	
LINC02164		0.0	
AC044798.2		0.0	
AC092138.2		0.0	
AC018362.2		0.0	
AC121333.1		0.0	
AL353708.2		0.0	
AC104151.1		0.0	
AC007610.3		0.0	
AC046158.2		0.0	
AC124283.1		0.0	
LINC02186		0.0	
AC243312.1		0.0	
MFSD1P1		0.0	
AC006600.1		0.0	
MTND5P33		0.0	
AC127496.1		0.0	
AC006111.1		0.0	
LARP7P2		0.0	
ISCA1P3		0.0	
AL391840.1		0.0	
AC091062.1		0.0	
KYNUP1		0.0	
AC120024.2		0.0	
AC010547.5		0.0	
AC003009.1		0.0	
AC007014.1		0.0	
LINC01974		0.0	
AC007599.2		0.0	
AL078601.3		0.0	
AC120057.1		0.0	
AC174065.1		0.0	
IL9RP4		0.0	
OR1P1		0.0	
AC136944.5		0.0	
AC139099.1		0.0	
MTATP6P25		0.0	
AC004148.1		0.0	
OR1D3P		0.0	
MTND6P33		0.0	
AC015912.1		0.0	
BCAR4		0.0	
AC010547.6		0.0	
AC133065.1		0.0	
AC020978.5		0.0	
OCLM		0.0	
AP001005.1		0.0	
AC137800.2		0.0	
AC008914.1		0.0	
AC104770.1		0.0	
TMF1P1		0.0	
MTND4LP24		0.0	
AC026271.2		0.0	
AC002558.3		0.0	
AC090079.1		0.0	
AC007952.5		0.0	
AC118755.1		0.0	
MTND4P34		0.0	
AC130371.1		0.0	
LINC02564		0.0	
NDUFA3P6		0.0	
MTATP6P24		0.0	
AC034268.1		0.0	
AL590084.3		0.0	
MCUR1P1		0.0	
AC145207.2		0.0	
AC006435.1		0.0	
SPDYE9P		0.0	
AC009171.1		0.0	
SAMD11P1		0.0	
AC004034.1		0.0	
AC020978.6		0.0	
AC007151.1		0.0	
AC090079.2		0.0	
AJ003147.1		0.0	
AC090617.3		0.0	
SMIM28		0.0	
AC004232.1		0.0	
AC018512.1		0.0	
AC136932.1		0.0	
AL355375.2		0.0	
AC009163.5		0.0	
AC113189.1		0.0	
OR1D5		0.0	
AC005670.2		0.0	
PHBP15		0.0	
AC124283.3		0.0	
AC087222.1		0.0	
OVCA2		0.0	
AJ003147.2		0.0	
AC027455.1		0.0	
AC135048.2		0.0	
AC104581.2		0.0	
AC032044.1		0.0	
AC130343.1		0.0	
AL354943.1		0.0	
AC087501.2		0.0	
AC055872.1		0.0	
AC145207.3		0.0	
AC016245.1		0.0	
AC136624.2		0.0	
AC012146.4		0.0	
AC099684.3		0.0	
AC113189.2		0.0	
CR936218.2		0.0	
AC015921.1		0.0	
AC135776.3		0.0	
AC027281.1		0.0	
AC004232.2		0.0	
ALOX12P2		0.0	
AC139099.3		0.0	
AC005921.2		0.0	
AC136618.2		0.0	
OR52L2P		0.0	
AF001550.1		0.0	
AC004706.2		0.0	
AC136624.3		0.0	
AC087501.3		0.0	
AC124319.2		0.0	
AC019322.1		0.0	
AC211486.2		0.0	
AC007114.2		0.0	
AC025627.2		0.0	
AC007861.2		0.0	
ARL2BPP8		0.0	
LINC01896		0.0	
AC110285.3		0.0	
AC005736.3		0.0	
AC087292.1		0.0	
AC026954.3		0.0	
MTND3P13		0.0	
AC005951.1		0.0	
DPEP2NB		0.0	
AC109462.2		0.0	
AC127496.6		0.0	
RYKP1		0.0	
MTCYBP33		0.0	
AC087190.3		0.0	
AC005341.1		0.0	
AC092132.1		0.0	
AC119396.1		0.0	
AC110285.4		0.0	
AC007595.1		0.0	
AC068234.2		0.0	
AC113189.3		0.0	
AP005530.1		0.0	
MIR5011		0.0	
AKR1B10P2		0.0	
RN7SL134P		0.0	
MIR5702		0.0	
AC069366.1		0.0	
AC090616.1		0.0	
AC104564.1		0.0	
MIR548AO		0.0	
AC233702.2		0.0	
MIR5584		0.0	
AC018371.1		0.0	
MIR3973		0.0	
MIR3119-2		0.0	
AC007952.7		0.0	
AP005119.1		0.0	
MIR4660		0.0	
MIR4747		0.0	
RN7SL460P		0.0	
MIR3187		0.0	
AC110597.3		0.0	
AC069061.1		0.0	
AC024610.1		0.0	
MIR3158-1		0.0	
LINC01919		0.0	
MIR4450		0.0	
AC090371.1		0.0	
MIR4532		0.0	
MIR4455		0.0	
BOD1P1		0.0	
AC006441.1		0.0	
MIR3130-2		0.0	
MIR3156-1		0.0	
AC104982.1		0.0	
RN7SL509P		0.0	
AC004147.1		0.0	
RN7SL155P		0.0	
AC004702.1		0.0	
AC007431.1		0.0	
AC005828.2		0.0	
MAPK8IP1P2		0.0	
MIR4497		0.0	
MIR4311		0.0	
MIR3668		0.0	
RN7SL122P		0.0	
MIR4463		0.0	
MIR5582		0.0	
AC011095.1		0.0	
AC022884.1		0.0	
RN7SL383P		0.0	
RN7SL716P		0.0	
MIR4704		0.0	
MIR4270		0.0	
MIR548X2		0.0	
MIR4522		0.0	
MIR4480		0.0	
AC145207.4		0.0	
MIR4804		0.0	
AC022655.1		0.0	
RN7SL823P		0.0	
MIR3915		0.0	
MIR3185		0.0	
AC127024.2		0.0	
AC015688.1		0.0	
AP000919.1		0.0	
RN7SL353P		0.0	
LINC02002		0.0	
AC068408.1		0.0	
AC024619.2		0.0	
MIR4306		0.0	
RN7SL178P		0.0	
AC129492.3		0.0	
AC023394.1		0.0	
AC055811.1		0.0	
MIR3155A		0.0	
MIR5586		0.0	
MIR378D1		0.0	
MIR3919		0.0	
AP005242.1		0.0	
MIR4515		0.0	
MIR3135B		0.0	
MIR548AX		0.0	
AC023389.1		0.0	
SNORA70D		0.0	
RN7SL470P		0.0	
MIR4457		0.0	
MIR4632		0.0	
AC012588.1		0.0	
AP005139.1		0.0	
AC005154.4		0.0	
AC005209.1		0.0	
AC025887.1		0.0	
MIR548D2		0.0	
MIR3161		0.0	
MIR5689		0.0	
AC005277.1		0.0	
AC005695.2		0.0	
AC024619.3		0.0	
SLC25A51P2		0.0	
RF00157		0.0	
FTLP13		0.0	
AC087393.1		0.0	
AC091691.1		0.0	
MIR4643		0.0	
MIR4662B		0.0	
RN7SL4P		0.0	
MIR548AS		0.0	
MIR3664		0.0	
MIR4277		0.0	
EXOGP1		0.0	
OOSP1P2		0.0	
MIR548AV		0.0	
MIR3133		0.0	
LINC00667		0.0	
RN7SL498P		0.0	
AL645941.3		0.0	
MIR3686		0.0	
SNORD43		0.0	
AC017100.2		0.0	
SNORA4		0.0	
MIR5590		0.0	
MIR3182		0.0	
SKAP1-AS1		0.0	
AC061975.2		0.0	
MIR4473		0.0	
MIR3115		0.0	
RN7SL457P		0.0	
MIR5100		0.0	
AC018521.1		0.0	
MIR5684		0.0	
MIR3675		0.0	
MIR3679		0.0	
MIR548AW		0.0	
MIR4439		0.0	
MIR378E		0.0	
MIR4744		0.0	
MIR4729		0.0	
MIR4769		0.0	
AC145207.6		0.0	
MIR3927		0.0	
AC007948.1		0.0	
MIR4528		0.0	
AP003396.5		0.0	
MIR4436B2		0.0	
MIR3920		0.0	
MIR4303		0.0	
MIR4667		0.0	
MIR3925		0.0	
AC100778.1		0.0	
MIR4669		0.0	
RN7SL555P		0.0	
MIR3116-1		0.0	
AC011825.3		0.0	
MIR3670-1		0.0	
AC022960.1		0.0	
MIR4462		0.0	
MIR4448		0.0	
RN7SL275P		0.0	
RN7SL435P		0.0	
MIR548Y		0.0	
AC015818.3		0.0	
AP005120.1		0.0	
AC091138.1		0.0	
MIR4461		0.0	
MIR4509-3		0.0	
MIR4290		0.0	
RN7SL381P		0.0	
RN7SL678P		0.0	
MIR1587		0.0	
MIR4760		0.0	
RN7SL121P		0.0	
YWHAEP3		0.0	
MIR4499		0.0	
MIR5705		0.0	
AC087393.2		0.0	
MIR5698		0.0	
RN7SL147P		0.0	
RN7SL615P		0.0	
RN7SL42P		0.0	
RN7SL52P		0.0	
MIR4717		0.0	
MIR4314		0.0	
MIR4429		0.0	
MIR3938		0.0	
AC018521.2		0.0	
AC068418.1		0.0	
AC061975.3		0.0	
RN7SL66P		0.0	
MIR4491		0.0	
RN7SL198P		0.0	
MIR4472-2		0.0	
AC022662.1		0.0	
RN7SL670P		0.0	
AC005726.2		0.0	
RN7SL455P		0.0	
MIR4316		0.0	
FGF7P1		0.0	
MIR3687-2		0.0	
AC024267.1		0.0	
MIR3943		0.0	
MIR3199-1		0.0	
AC114488.3		0.0	
AP005057.1		0.0	
MIR5688		0.0	
MIR3681		0.0	
MIR4666B		0.0	
RN7SL474P		0.0	
